,s__Prevotella_copri,s__Faecalibacterium_prausnitzii,s__Eubacterium_eligens,s__Alistipes_putredinis,s__Bacteroides_vulgatus,s__Odoribacter_splanchnicus,s__Bacteroides_caccae,s__Eubacterium_rectale,s__Dorea_longicatena,s__Alistipes_shahii,s__Ruminococcus_bromii,s__Parabacteroides_merdae,s__Eubacterium_siraeum,s__Akkermansia_muciniphila,s__Roseburia_inulinivorans,s__Bacteroides_stercoris,s__Faecalibacterium_cf,s__Ruminococcus_obeum,s__Bilophila_wadsworthia,s__Eubacterium_hallii,s__Bacteroides_xylanisolvens,s__Streptococcus_thermophilus,s__Coprococcus_comes,s__Bacteroides_ovatus,s__Roseburia_intestinalis,s__Ruminococcus_lactaris,s__Bacteroides_finegoldii,s__Collinsella_aerofaciens,s__Bacteroides_cellulosilyticus,s__Bacteroides_dorei,s__Dorea_formicigenerans,s__Bacteroides_uniformis,s__Clostridium_leptum,s__Coprococcus_catus,s__Bacteroides_intestinalis,s__Bacteroides_eggerthii,s__Streptococcus_salivarius,s__Clostridium_cf,s__Clostridium_bolteae,s__Ruminococcus_torques,s__Sutterella_wadsworthensis,s__Bifidobacterium_longum,s__Bifidobacterium_adolescentis,s__Clostridium_bartlettii,s__Anaerotruncus_colihominis,s__Bacteroides_fragilis,s__Lactococcus_lactis,s__Streptococcus_parasanguinis,s__Gordonibacter_pamelaeae,s__Eggerthella_lenta,s__Holdemania_filiformis,s__Dialister_invisus,s__Blautia_hydrogenotrophica,s__Eubacterium_ventriosum,s__Clostridium_hathewayi,s__Bacteroides_thetaiotaomicron,s__Bifidobacterium_bifidum,s__Bifidobacterium_catenulatum,s__Bifidobacterium_pseudocatenulatum,s__Haemophilus_parainfluenzae,s__Streptococcus_mitis,s__Streptococcus_australis,s__Parabacteroides_distasonis,s__Clostridium_asparagiforme,s__Escherichia_coli,s__Clostridium_nexile,s__Clostridium_symbiosum,s__Veillonella_parvula,s__Clostridium_scindens,s__Coprobacillus_bacterium,s__Ruminococcus_gnavus,s__Veillonella_dispar,s__Anaerostipes_caccae,s__Blautia_hansenii,s__Streptococcus_mutans,s__Actinomyces_odontolyticus,s__Streptococcus_vestibularis,s__Streptococcus_sanguinis,s__Streptococcus_anginosus,s__Streptococcus_infantis,s__Bifidobacterium_breve,s__Lactobacillus_casei,s__Veillonella_atypica,s__Rothia_mucilaginosa,s__Gemella_haemolysans,s__Lactobacillus_fermentum,s__Enterobacter_cloacae,s__Klebsiella_pneumoniae,s__Pediococcus_acidilactici,s__Bifidobacterium_dentium,s__Lactobacillus_gasseri,s__Clostridium_difficile,s__Lactobacillus_rhamnosus,s__Enterococcus_faecalis,s__Proteus_mirabilis,s__Enterococcus_gallinarum,s__Bacteroides_coprocola
4025,0.084465505,5.342576538,0,0.074416103,7.169715032,0.00176847,1.491718647,13.00465613,1.503171597,0,8.403040534,0.044155613,0.660846435,0,0.010189757,18.10245393,4.75802696,0.134516019,0,1.968475756,0.259094919,0,0.714995308,2.775375372,3.604787894,0,0.089181426,0.372698076,0,0.019425101,0.045867941,0.01086346,20.4898887,0,0,0.054738363,0.025179647,0.013642484,0.197479172,0.213198907,0,2.307516756,0,0.711149587,0.012210866,0.420671339,0,0.072058143,0,0.011284524,0.203233718,0.462777773,0,0,0.0152706,0.376206946,0,0.010358183,1.190713791,0.278772659,0,0,0,0.04525038,1.182825853,0.003424657,0.444896574,0.010723105,0.016140799,0,0.564506915,0.008673925,0,0,0,0,0,0,0,0,0,0,0.010723105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,0.053283319,1.74577438,1.734559351,0.049871087,0.257611604,0.560679869,0.009306088,51.32524658,0.356112966,0.753411337,25.8090868,2.831532367,0,0,0.392323193,2.374281313,1.303019348,0.499068795,0,0.271880939,0.00337644,0.018516729,0.810846603,0.238295506,0.4036456,0,0.008196516,0.48534828,0,0.007277838,0.130225577,0.093192119,0.005106418,0.013696653,0,0.035911955,0.003889468,0,0.001837356,0.047365602,0,0,0,0,0.001360121,0,0.015486285,0.010391798,0,0,0.000286341,6.138331418,0,1.085006341,0,0,0,0,0.004987109,0.031533321,0,0,0.002612863,0,0.049966534,0,0,0.00987877,0,0.002398107,0.004712698,0,0,0,0,0,0,0,0,0,0,0,0.009270295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,0,0,0,11.24530112,27.51759275,3.136680314,21.0239521,0.113430011,0,0.214200021,32.65345327,0,0.780930078,1.383200138,0,0,0,0.327490033,0,0,0,0,0,0.458950046,0,0,0,0,0,0,0,0,0,0,0.820140082,0,0,0,0,0,0,0,0,0.324680032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,0.152414719,7.067298289,4.08883357,6.109039489,23.3857374,2.411124081,3.334904738,17.43365217,0.088830727,0.967216008,2.917541484,0.027805937,0.056251674,0.561592588,6.602153102,0.057551587,0.378782262,0.209377283,0.020615797,0.247196607,1.728629492,0.092639064,0.143548911,2.12269588,9.402286099,0,0.064152704,0,0,0.019468218,0.033218853,3.759133153,0,0.100986938,0,0,0.013039745,0,0,0.66355446,0,0.110847992,0,0.485852384,0,0.05770392,0,0.000883534,0,0,0.00638785,4.691373396,0,0.115417996,0,0.144483223,0,0,0,0.01877764,0,0,0,0,0,0,0,0.062751236,0,0,0.042379173,0,0,0,0.001868624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4029,89.83266423,0.360758685,1.243250311,0.586409825,0.777255174,0.243357398,0.242649552,1.987074937,0.326448387,0.189965598,0.012255845,0.134733398,0,0.183514089,0.060359025,0.170520061,0.093031167,0.133924432,0,0.198530532,0.150680154,0.003610014,0.024673483,0.104478045,0.006714423,0,0.05295698,0.032692365,0,0.035068705,0.027059935,0.229999336,0.001274123,0.019445536,0.002325779,0,0.199814767,0,0,0.019344415,0.014207477,0.026048727,0.026655452,0.055747915,0,0,0,0.007664959,0,0,0,0.779530393,0,1.102611456,0,0,0,0,0.006542518,0.244803426,0,0.004631334,0.019020829,0,0,0,0,0,0,0,0.006330164,0,0,0,0,0,0.01936464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,0.776674363,2.476188778,0.677766047,32.68964396,0.120430425,10.70496796,9.652570746,5.402877341,0.637374948,5.160063794,1.825272306,6.014686824,4.595861897,0.312410192,0.138885528,1.934602077,0.197837856,0.477561609,1.01285511,2.045194733,1.03275351,0.043871993,0.855641828,0.174883061,0.00380988,0,0.012703139,0.86797353,0.110348569,0.036761631,0.108926497,0.11103838,0.058071492,0.105021104,0.012926001,0.006123401,0.061180948,0.023496031,0,3.324072883,0,0.11809568,1.375854994,0,0,0.06833376,0.007938135,0.061276461,0,0,0.069214596,2.177893185,0,0.609389838,0.440799977,0.430930371,0.408431913,0.338644243,0.033439925,0.017277118,0.015186459,0.009094896,0.008935708,0.005932376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5001/1/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.114812945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.612311918,0,0,0,0,0,0,0,0,0,0,1.915498202,0,0,0,0,0,0,0,0,0,0,0,21.59662256,0.134091108,0,0,0,40.8891568,0,0,1.680078286,0,0,0,2.480314673,0,0,0,0,2.247055263,0,0,0.217168477,0,0,18.67357613,0.038448408,0,0,0,0,0,0.400865234,0,0,0,0,0,0,0
5002/1/1,0,5.08413326,0,0.001729729,54.74249316,0,0.007279794,0,0,0,0,0,0,0,0,0,2.76890998,0,0,0.486402216,5.99339816,0.05775303,0,7.073931096,0,0,0.003546566,0,0,0,0,1.07157319,0,0,2.456227285,0,0.334273194,0,0.787362577,0.939454267,0,0.342274745,0,0,0,0,0,0.094935976,0,0.597951055,0,0,0,0,0.285255916,0,0,0,0,2.3439318,0,0,0,0,1.064280952,2.027752316,1.972152114,2.251596639,0,0.60371267,5.228298064,0.010266376,0,0,0,0,0,0,0,0,1.348815111,0,0.020308758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003/1/1,0,8.194783312,0,53.690875,0.911809404,1.602814727,2.884838618,0,1.410443488,3.673996892,0,0.363787276,0,0,0.283491646,0,0.14232445,1.418579875,0,0.432991071,1.180612825,0.043405931,0.913661011,9.605493859,0,0,0.028326019,0,1.364918893,0,0.472373318,0,0.022842415,0.061494702,0,0,1.835796682,0,0.245088614,0.851667799,0,0,0.155784205,0,0.018925555,0,0.005732859,1.809678347,0.205065426,1.994714375,0.002350116,0,2.464061029,0,0,0.028504059,0,0,0,0.004771448,0,0,0.013228305,0.062651956,0,0,0,0.014171912,0,0,0.039061777,0,0,0,0.404949914,0.295865363,0.247616769,0.025993707,0,0,0,0,0,0.075185908,0,0,0,0,0,0,0,0,0,0,0,0,0.495269145
5004/1/1,0,0,0,0,0.034148086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795973517,0.035681342,0,0.447426997,0,0,0,68.06499039,0,0,0,0,0,0,0,0,0.012076762,0,0,0,0,0,0,0,0,0,22.78862278,0.385812795,0.87340733,0,0,0.041038276,5.341828206,0,0,0,0,0,0,0,0,0,0,0,0.052338945,0,0,0,0,0.071476259,0,0,0,0,0,0.055178309,0,0,0
5006/1/1,0,2.074593081,0,3.907060244,82.47803121,0,0.005280738,0,0,0,0,0,0,0,0,0,0.180097718,0,0,0.206921,3.695912607,0,0,1.576668636,0,0,0.024817421,0,0,0,0,0,0,0,0,0,0.237520624,0,0.464408135,0.821052377,0,0.007204727,0,0,0,0.012710613,0,0.225014691,0,0.587850496,0.157183819,2.240056197,0,0,0.014685773,0,0,0,0,0,0.003459088,0,0,0.054362943,0.394950059,0,0.027508959,0,0,0,0.032063084,0,0.011175515,0.307848589,0,0,0,0,0,0,0,0,0,0,0,0.237530858,0,0,0,0,0,0.014030797,0,0,0,0,0
5007/1/1,0,12.3215617,0.193351154,0.022865772,29.49689338,0,0,0,0,0.170974425,0,0,0,0,0.004962004,0,0.080644488,0,0.019108485,0,0.05758787,0.0676073,0,1.735973692,0,0,0.002922334,2.746624108,0,0,0,0.006643837,0,0,0,0,0.07479982,0,0.473644723,0.927035883,0,42.93305708,0,0.358242353,0,0.009697377,0.024034705,0.005868524,0.000775313,0.282309383,0.254481608,5.475749996,0,0,0,0,0,0,0,0.041962329,0.065722693,0,0,0.029772022,0.387107856,0,0,0.362965799,0,0.017736778,0,0,0,0,0,0,0,0,0,0,1.061630233,0,0,0,0,0,0,0,0,0,0,0,0,0.285684977,0,0,0
5008/1/1,0,7.708371186,0,37.5673731,9.792411809,1.481503747,6.614352514,0,0.04634899,0.168192891,0,1.878247885,0.023161076,0,0,5.459921811,3.084985584,0.033681519,1.950334386,0.014733987,5.233893323,0,0,0.382681097,0,0,0.042403825,0,0,0.01733726,0.054588215,3.772303271,0.035774872,0,0.021658156,0.025227592,0,0.019323262,0.264138254,1.561963662,3.940281459,0.271679693,0,0,0.056842595,0.02989738,0,0,0.021792345,0.502512158,0.23566328,0.78200167,0,0.056252162,0.071683934,1.779269844,0,0.106761021,4.410561343,0.016317421,0,0,0,0.145166004,0,0,0.200935085,0,0.004052517,0.053461024,0.054105133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005850654,0,0,0,0,0,0,0
5010/1/1,0,0.003307143,0,0.001199848,0,0,0,0,0,0,5.59505082,0,41.2594125,0,7.375291971,0,0,0,0,0,0,0.010798629,0,0,0,0,0,1.957163221,0,0,0,0,0,0,0.011050697,0,0,0.017271756,3.321057245,4.788037338,0,2.239712214,0,1.577114005,1.569995582,0,0,0,0.204347159,0,0,3.30752619,0,0,1.701293194,0,0,0.007350327,0.203157394,0,0,0,0,0,0.119379798,1.302701795,1.486883447,0.049486153,0.612960815,1.396431068,15.85994894,0,0.216698532,1.921389613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.730815495,0,0.005898411,0,0,0.143144847,0.004123846,0
5011/1/1,0,0,0,0.061410226,0,0,0.005727926,0,0,0,0,0,0.009344174,0,0,0,0,0,0,0,0,0.062492461,0,0,0,0,0,0,0,0,0,0,0,0,0.12604076,0,0.653260681,0,0,0,0,6.908129088,0,0,0,0,0,0.556413865,0,0,0,0,0,0,0,0,0,0,0.034420346,37.81331027,0.0412701,0.175427621,0,0,19.38875115,0,0,0,0,0,0.007258892,0,0,0,0,0.349812602,0.054705649,0,0,0,0,0.013118797,0,0.241694706,0,0,0.083873197,28.67927497,0,0.047393965,0,0,0,4.679979211,0.006889348,0,0
5012/1/1,0,8.861435201,0,0.000959563,0,0,0.009449605,0,0,0,0,0,0,0,0,0,0,0,0,0,4.345399972,0,0,15.42932811,0,0,0.024865187,0,0,0,0,0,0,0,0,0,0.137363468,0,0,0,0,2.021402,0,0,0,0,0,0.328817062,0,0.155407417,0,0,0,0,0.850631361,0,0,0,0,0.533704531,0,0,0,0,45.34782162,0,0,1.162593497,0,0.071383111,5.109837582,0.685524018,0,0,0,0,0,0,0,0,0,0,1.474972835,0,0,0,0.066209818,6.871072964,0,6.434013072,0,0.072905895,0,0.004902113,0,0,0
5013/1/1,0,14.82265631,0,0.098191994,0,5.327937666,5.713352904,0,0.313232187,0.408159346,0,21.23720815,0,0,0.145929929,0.001481522,0.02260693,0,3.937172488,0,0.026749705,0,0,4.343658262,0,0.961096326,2.605146918,0,0,5.96655601,0,0,0,0,3.401876595,0,0.130758045,0,3.838980493,0,0,0,0,0,0.001426651,0,0,1.737139565,0,0.553348514,0.076572745,0,0,0,0.47658372,1.089522346,0,0,0,0.793025872,0,0,0.081428846,0.417460013,12.4718648,0,6.059370627,0.220170649,0.031523499,0,1.274547999,0.380833493,0,0,0,0,0,0,0,0,0,0,1.024499986,0.007928887,0,0,0,0,0,0,0,0,0,0,0,0,0
5015/1/1,0,13.14277796,0,22.81858459,14.4469726,1.767018178,0.004166208,2.25655538,0.104872965,2.634790861,0,5.216045174,0,0,0,11.34592537,0.392466123,0.136782683,0,0.007833095,10.43567922,0,0.277232253,1.595142608,0,0.294115536,0.086600946,0.197621798,0.305241027,0.00922183,0.055799096,0.023592906,0,0.014651944,3.114950194,0.018708925,0,0,0,0.142462457,6.588225455,0,0,0,0.066487681,0.122723682,0,0.055845907,0,0,0.20503359,1.726932083,0,0,0.052475492,0.185856552,0,0,0,0.104638908,0,0,0,0.023795755,0.022172963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5016/1/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3971527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05402132,0,0,0,0,0,0,0,0,0,16.86303051,0,0,0,0,0,0,0,0,0,0,0,0,0,1.634739078,0,0,0,0,0,0,0,0,0,0,0,0,0,4.078925106,0,6.045338697,2.926792587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017/1/1,0,16.74934838,0,0,0,0,0.058877382,0.695193192,0.13302421,0.31175674,0,0.04840881,0,0,3.609290224,0,10.37162097,0.163429744,3.532309547,0.01560284,12.61156197,0,1.096466224,9.706933329,0,0,0.058677346,3.15527426,0,0,0.198902867,0,0,0.095617402,0,0,0.50212472,0.003100564,1.077329407,3.85560172,0,4.623741521,0,0,0.093016929,11.72933474,0,0.792544243,0,0.099451433,0.951039756,0.175065195,0,0,0.234709384,0.443747429,0.050975944,0,0,3.73197922,0,0,0,0.161896132,2.981142568,0,1.071995103,1.496672394,0.033806153,0,0.505091927,0.085015473,0,0,0,0,0,0,0,0,0.018603386,0,0.184966997,0,0,0.131057186,0,0,0,2.353695039,0,0,0,0,0,0,0
5018/1/1,0,20.7396449,0,0,35.00650004,0,7.668318267,0,0,0,0,10.75256626,0,0,0,0,0.001453199,0.235070047,0.673088393,0,2.484652101,0,3.59123273,12.5635396,0,0,0.0003633,0,0,0,0.059096752,0,0,0,0,0,0.015621887,0,0.508316839,0.457409467,0,0.752605616,0,0.008719193,0,0.005025646,0,0,0,0.299616295,0.445738464,0,0,0,0.024265393,0.002966948,0,0,0,0,0,0,0,0,1.334853944,0,1.181117619,0.008007731,0.000529812,0.115287107,0.719484793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340608612,0,0.004299047,0,0,0,0,0
5020/1/1,0.100811375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.306048949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56451558,0,0,0,10.26372859,27.97684357,3.843885032,0,0,0,0,1.703463608,0,0,0,0,0,0,0,0,0,0,0,5.568644525,5.824505925,0.002900621,0,0,29.33439334,0,0,0,0,0,0,0,0,0,0,0.294339024,1.094910387,0,0,0.164181061,0,0,0,0.427427206,0.221423927,0,0,4.226411811,0,0,0,0,0.834875645,0.420974804,0,0.82571501,0
5022/1/1,0.026873171,11.40994314,0,0.007111532,2.278204673,0,8.120981555,3.758887615,1.888931388,0.012229176,0,0.584474862,0,0,0,0.482332441,0.043223048,0.37213693,0,0.432706799,0.393471525,0.020082877,0.790853285,4.496360103,0,0,0.025754379,6.627626351,0.039279582,0,1.437781131,0.066695534,0,0,0,0.007288766,0.052073693,0,0,0.089957553,0,22.74522627,7.643578447,0,0,0,0.026707014,1.061789352,0.006646291,0.084551903,0.235887957,0.017313589,0,0,0,0.011509161,18.97980314,0.021545061,1.458085551,0.049492716,0.00898357,0,0.246056783,0,1.01146585,0,0,0,0,0.001938502,0,0,0,0,0.019085933,0.039412508,0,0.022686008,0.045261244,0,2.410787108,0.06083572,0,0,0,0.033585926,0,0,0,0,0.208084305,0,0,0.022641699,0.061777278,0,0
5023/1/1,46.94023818,25.5435697,0,0.081615388,1.127605971,0,1.462046358,0.567653641,0,0,0,4.807872543,0,0,0,1.938313429,0.042866002,0.043999228,0.566346962,0,0.385146462,0.028087812,0.007736001,0.022757025,0,0,0.003110589,1.263477438,0,0,0,0.017553437,0,0,0,0.014200014,0,0,0.974562664,1.254851045,9.292162853,0.472138891,0.002220198,0,0,0,0,0,0,0,0,0,0,0,0,0.208675445,0,0,0,0,0,0,0,0,2.417147603,0,0,0,0,0,0.32655406,0,0.057216342,0,0,0,0,0,0,0,0,0,0,0.00612867,0,0,0,0.124146048,0,0,0,0,0,0,0,0,0
5026/1/1,0,0.205558802,0,0,3.829499804,0,0.435282059,2.394403002,0,0,0,0,0,0,0,0.57124437,0,0.105074249,0,0.146155014,0,0,0,0,0.561421228,0,0,0,0,0,0,0,0.309202497,0,0,0,1.012606287,0,0.017405083,0.684663523,0,24.05928505,0.273450548,0,0,0,0,3.465018286,0,0,0,0.425888082,0,0,0,0,0,0,0,0,0.643940396,0,0,0,0,0,0,0,0,0,0.542525983,0,0,0,0,0,0.367879086,0,0,0,0.040949631,0,0,0.368439386,0,0.539211864,0,0,0,0,12.92866276,0,0,46.072233,0,0,0
5027/1/1,0,4.246157299,4.377631987,17.90477193,0.138484086,4.905179197,0.271898134,36.88559721,0.058817988,1.265251673,0.971535751,2.46504998,0,0.913091782,2.820368257,4.344607474,1.280018507,0.090512656,0.384810386,0.084043508,1.519335409,0,0.53511071,5.206417062,0.042374994,0,0.029866129,0.207359036,4.62192196,0.04029711,0.011677712,2.014495323,0.015334789,0.013866417,0.104448335,0.015334789,0.056850924,0,0.034756084,0.886134691,0,0.004225032,0,0.002562724,0.003795603,0,0.001897801,0,0,0,0.009253513,0.010015404,0,0,0,1.066578195,0,0,0,0.100694291,0,0.009281218,0,0,0.028286936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029/1/1,0,0.00417462,0,0.018726152,0.079556326,0,0,0,0,0,0,0,0,0,54.71675383,0,0.009983305,0,0,0,0,0.014301055,0,0,0.025345906,0,0,0,0,0,0,0,0,0,0,0,0.421529254,0,0.316996774,0.043976638,0,2.953126057,0,0,0,0,0,0.327993915,0,0,0,1.541734807,0,0,0.4950622,0,0,0,0,1.378554883,0.135007205,0.048950399,0,0,1.468034876,1.49747191,0.060412712,20.79633378,0,0.151192802,6.949859357,0.596588954,0,0,0,0,0.099248604,0,0,0,0,0,5.535402744,0,0,0,0,0,0,0.313680933,0,0,0,0,0,0,0
5030/1/1,0,3.724381258,0,0.239801526,28.8348889,0,0,2.208354424,7.597071255,0,0,0,0,0,5.088614396,0,3.985062037,3.103378416,0,0.835007568,0,0.898244781,0,0.038171949,6.572595894,0,0,17.45446646,0,0,0.546599547,0,0,0,0,0,0.059132484,0,0.067443544,0,0,1.833371163,5.396194754,0.742732445,0,0,0,0.476808992,0,0.098320455,0,0.523921935,0,1.759496199,0,0,1.158793478,0,0,2.296839785,0,0,0,0,1.476432454,0,0.143472475,0.581347501,0,0,0.021417745,0,0,0.705088828,0,0,0,0,0,0,0,0,1.532547352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031/1/1,0,0.014653432,0,0.211401936,0,0,0.005104804,0.056762981,0,0,0,0.023378376,0,0,0,0,0,0,0,0,0.007372476,5.664868189,0,0.003752336,0.001189765,0,0,0,0,0,0,0.013738228,0,0,0,0,0.098292901,0,0,0,0,0,0,0,0,0,0.906784041,3.77546021,0,0,0,0,0,0,0,0,0,0,0,0.007647037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.51979312,3.480551002,0,0,0,0,0.024679999,0,5.916386563,0,13.05709225,0,0,0.292387313,0,35.69125454,0,0.227448511,0,0,0,0
5032/1/1,0,0,0,57.14460279,0,0,0,10.62453098,0,0,0,0,0,0,0,27.08640335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.144462877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033/1/1,0,10.17313154,0,46.76966365,0.015975039,0,6.651761602,8.962026691,0.150860452,1.04294183,0,2.306551004,0.028176329,0.391694233,0.208928451,0.005146021,2.072235517,0.024596489,1.164716076,0.04172006,2.567118656,0,0.354061158,1.418109131,0,0,0.022672324,1.114165743,0.291428862,0.919959387,0.006831529,2.645412755,0.002118072,0.105008659,0,0,0.173383616,0,0.136093609,0.078264267,0,0.266310313,0.776646432,0.072834842,0.038990431,0,0,0.288773814,0,0.032412474,0.12108811,2.184329277,0,0.126278879,1.076502836,0.074162366,0,0,0.136958737,0.012171458,0,0,0,0.001670592,2.83320523,1.921225905,0.172533404,0,0,0,0.006622705,0,0,0,0,0,0,0,0,0,0,0,0.012529442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5034/1/1,0,2.177241688,0.097943488,31.96322478,0.289748747,0,1.732547372,9.459647957,0.209977778,1.497884073,0,2.3173511,1.357384236,1.745236191,0,0.066336793,0.503151619,0.050932744,0.372057481,0.103711134,10.37075843,0,0.138139539,9.045531033,4.454893643,0,0.16449324,0.349891976,6.685694572,0.340095853,0,10.48870234,0.518591161,0,0,0,0,0,0,0.304123494,0,0.154981063,0.494331558,0.121954639,0,0,0,0,0,0,0,1.779859809,0,0.499016661,0,0.038261671,0,0,0,0.047099478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059202659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035/1/1,0.472457335,3.967690035,0,0.25567506,0.202226827,0.011534802,0.061727622,7.196182403,0,0.160156886,0.00552481,0.080618403,0,0,0.122672693,11.70780798,2.28852342,0,0.002425908,0,0.484399063,3.987989407,0,6.722191268,0.288745665,0,0.037625052,24.11041168,0,0.04327507,0.806747468,0.064122228,0,0,0,0.077081273,0.154475566,0,0.454709079,0.027279728,0,13.10639876,0.001392941,1.582239849,0,1.597859567,0.815543341,0.845436789,0,0.13013823,0,0.660770406,0,0,0.122140559,0.295303442,0.002535465,0.003130204,5.474601525,0.8693985,0.06092942,0.408648128,1.072094858,0,0.09207495,2.622359673,0.690742109,0.045356655,0,0.956621633,2.572839846,0.012239097,0.001064269,0.635713123,0,0,0.038532811,1.306155859,0,0.006886449,0.157261447,0,0,0.017403934,0.001909424,0,0,0,0,0,0,0,0,0,0,0,0
5037/1/1,0,11.09167744,0,8.449628369,0.573409602,2.495808132,10.84069562,0.013061214,0.643711305,2.144913606,0,0.976883885,0,0.063547827,0.012084413,0.334958729,0.391250327,0.004549098,0.823665803,0.018335934,18.83097673,0.066617771,0.210905109,6.77709532,0.000334903,0,0.407074489,0.226087374,0.001004709,3.406269606,0.227315351,0.856988642,0,0.022131501,0.000362811,0.005749167,0.031983228,0,1.16922979,21.34877682,0.191704008,0.078618459,0,0,0,0.004995635,0,0.017721946,0,0.040718612,0,0,0,0,0.080879053,4.178416177,0,0,0.049816808,0.119978968,0.01116343,0.00647479,0.898767781,0.064831622,0.254554121,0,0.63949711,0.124862969,0,0.001255886,0.615077106,0.01568462,0.000530263,0,0,0,0.009544733,0.000418629,0,0,0,0,0.018726654,0,0,0,0,0.10700148,0,0,0,0,0,0,0,0,0.001674515
5039/1/1,0,0.593739542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516079756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.45484719,0,0,10.2781517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.70476935,0.464082252,0,0,0,34.2548504,0,0,17.36088985,0,0,0,0,0,0,0,0,2.372589939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040/1/1,0.00464921,0.533982401,0.308188712,0.027932852,0.006115402,0,0.408303363,0.12906256,0.00160404,1.009179244,0,0,0.010037781,0,0,82.75225941,0.001541382,0.256395765,0,0.073497613,1.783617263,0.000651641,0,5.299885925,0,0,0.008972599,0,0,0,0.014098008,0.137909843,0,0,0,0.897385177,0.001704292,0,0.803949848,2.172872651,0,0.277336005,0,0.01797026,0.01901038,0.613695669,0,0.024937809,0,0.069023845,0.02847171,1.943545061,0,0,0.009962592,0.013321051,0,0,0.000501262,0,0,0,0,0.049850555,0.00497503,0,0.056141399,0,0.014235855,0.112596087,0.005363509,0,0.008997662,0.086267275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5041/1/1,0,3.774422745,0,26.99055183,0.461147818,0,1.44831108,0,3.63103115,0.009402728,0,0,0.793579012,0,0.01626448,7.003140287,3.948373205,0.308946762,0.234172691,0.381952226,7.712867118,0.052834374,3.054017103,2.292004391,0,0,0.007287114,0,0,0.209221882,0,1.069056542,0.026092569,0,0,0.024379929,0.102366599,0.040801121,0.135600764,1.091443988,0,3.570831306,0.003212599,0.063121406,0.337625081,0.076106125,0,0.289693558,0,0.165252937,0.251556543,11.1808393,0,3.383470766,0.096288408,0.102030788,8.988056073,0.00363796,3.604322926,0.042536148,0.096098114,0.004365552,0,0.073005463,0.380116455,0,1.124834865,0.193136501,0.086258832,0.293644943,0.623042638,0,0.018033088,0,0,0.041707813,0.012481001,0.061934871,0,0,0.001320859,0,0.002910368,0,0.009257209,0,0,0,0,0,0,0,0,0,0,0,0
