,s__Prevotella_copri,s__Faecalibacterium_prausnitzii,s__Eubacterium_eligens,s__Alistipes_putredinis,s__Bacteroides_vulgatus,s__Odoribacter_splanchnicus,s__Bacteroides_caccae,s__Eubacterium_rectale,s__Dorea_longicatena,s__Alistipes_shahii,s__Ruminococcus_bromii,s__Parabacteroides_merdae,s__Eubacterium_siraeum,s__Akkermansia_muciniphila,s__Roseburia_inulinivorans,s__Bacteroides_stercoris,s__Faecalibacterium_cf,s__Ruminococcus_obeum,s__Bilophila_wadsworthia,s__Eubacterium_hallii,s__Bacteroides_xylanisolvens,s__Streptococcus_thermophilus,s__Coprococcus_comes,s__Bacteroides_ovatus,s__Roseburia_intestinalis,s__Ruminococcus_lactaris,s__Bacteroides_finegoldii,s__Collinsella_aerofaciens,s__Bacteroides_cellulosilyticus,s__Bacteroides_dorei,s__Dorea_formicigenerans,s__Bacteroides_uniformis,s__Clostridium_leptum,s__Coprococcus_catus,s__Bacteroides_intestinalis,s__Bacteroides_eggerthii,s__Streptococcus_salivarius,s__Clostridium_cf,s__Clostridium_bolteae,s__Ruminococcus_torques,s__Sutterella_wadsworthensis,s__Bifidobacterium_longum,s__Bifidobacterium_adolescentis,s__Clostridium_bartlettii,s__Anaerotruncus_colihominis,s__Bacteroides_fragilis,s__Lactococcus_lactis,s__Streptococcus_parasanguinis,s__Gordonibacter_pamelaeae,s__Eggerthella_lenta,s__Holdemania_filiformis,s__Dialister_invisus,s__Blautia_hydrogenotrophica,s__Eubacterium_ventriosum,s__Clostridium_hathewayi,s__Bacteroides_thetaiotaomicron,s__Bifidobacterium_bifidum,s__Bifidobacterium_catenulatum,s__Bifidobacterium_pseudocatenulatum,s__Haemophilus_parainfluenzae,s__Streptococcus_mitis,s__Streptococcus_australis,s__Parabacteroides_distasonis,s__Clostridium_asparagiforme,s__Escherichia_coli,s__Clostridium_nexile,s__Clostridium_symbiosum,s__Veillonella_parvula,s__Clostridium_scindens,s__Coprobacillus_bacterium,s__Ruminococcus_gnavus,s__Veillonella_dispar,s__Anaerostipes_caccae,s__Blautia_hansenii,s__Streptococcus_mutans,s__Actinomyces_odontolyticus,s__Streptococcus_vestibularis,s__Streptococcus_sanguinis,s__Streptococcus_anginosus,s__Streptococcus_infantis,s__Bifidobacterium_breve,s__Lactobacillus_casei,s__Veillonella_atypica,s__Rothia_mucilaginosa,s__Gemella_haemolysans,s__Lactobacillus_fermentum,s__Enterobacter_cloacae,s__Klebsiella_pneumoniae,s__Pediococcus_acidilactici,s__Bifidobacterium_dentium,s__Lactobacillus_gasseri,s__Clostridium_difficile,s__Lactobacillus_rhamnosus,s__Enterococcus_faecalis,s__Proteus_mirabilis,s__Enterococcus_gallinarum,s__Bacteroides_coprocola
5042/1/1,1.4435094,1.888075248,0.145692061,13.22373129,9.756718602,14.10594355,20.83960122,0,0.782664421,5.964415432,0,2.640912603,0.286833302,0,0.020615767,0.030167007,0.92365214,0.131480341,0.111687012,0.13343226,1.423738003,0.615205181,0.003958666,0.812787565,0.195630466,0,0.036691678,3.211486842,0,0.008761701,0.504516059,0.170716093,0.724359085,0,0,0,0.247038293,0.005011386,0.195202799,4.241079898,0,0,0,0,0.262642674,0.402029381,0.06237366,0.351038256,0.004046392,0.319895289,0.749580502,8.616513185,0,0,0.100863735,0.019146345,0,0,0,0.024881476,0.10553518,0.045870081,0,0.055805126,0.13566929,0.867693493,1.112823731,0.036647815,0.118518726,0.003245887,0.365557019,0,0,1.291511984,0,0.031757053,0.032776876,0.023083079,0,0.019179242,0,0,0,0,0.007588357,0,0,0,0,0,0,0,0.008410794,0,0,0,0
5043/1/1,0,0,0,0,0.735984927,0,0,0,0,0,0,43.02999444,0,0,0,40.93235236,0.629666258,0,0,0,1.900568596,2.940860434,0,4.149765022,0,0,0,0,0,0,0,0,0,0,0,0.158421516,0,0,0,0.507538937,1.146236871,0,0,0,0,0,0,0,0,0,0,1.907629022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686497529,0,0,1.274484086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5044/1/1,0,0,0,0,0,0,0,0,0,0,0,0.214697662,0,0,0,0.031328106,0,0.004126092,0,0,0.643559614,0.401086309,0,5.404616634,0,0.990885966,0,0,0,0,0,0,0,0,4.544004467,0,3.928331195,0.031307979,0.24705226,0.041120027,0.00295871,7.5915459,0,2.360718238,0.082320562,0,0.013213557,7.822194429,0.01914104,0.299312734,4.061181286,21.93509879,0,0.002364955,0.00273731,0,0,0,0,0.071653106,2.685481913,0.447509873,0,0.018466777,0,0.000915791,0.022492232,0.128935335,2.224194919,0.936854292,13.32316034,0.045366882,0.168988616,16.82944266,0,0,1.079566748,0.0876241,0.066480395,0.099167093,0,0,0,0,0.073444433,0,0,0,0,1.015350672,0,0,0,0,0,0,0
5045/1/1,0,2.411920699,0,0,9.279932421,0,0.013284391,0.131920101,0.109083512,0,0,0.391141251,0,0,0.702520727,33.23793453,0.1744708,0.003122479,0,0.360877228,22.99406156,0.021247635,0.340461022,21.85880965,0.000406477,0,0.045414511,0,0.016369917,0.006891624,0.02054554,4.100812085,0,0.021875826,0.000277143,0.434615761,0.099716076,0,0.026254687,0.065701384,0.00958915,0.900807355,0.818421958,0,0.01441144,0,0,0.056703472,0,0,0.003362669,0.015427631,0,0.533722122,0.025090686,0.227257316,0,0,0.215580355,0.226721507,0.018143633,0,0,0,0,0,0.021506302,0,0,0,0.005302671,0.018236014,0,0.012914867,0,0,0,0,0,0,0.00628191,0,0,0,0,0.000849905,0,0,0,0,0,0,0,0,0,0,0
5046/1/1,0.042879065,21.61100694,0,21.10638348,0.52542604,1.402787993,1.035495131,0.03872135,0.519154469,8.573671218,0,0.142440251,8.044311447,0.001189919,0.0043817,0,2.034886732,0.598207059,0,0.126509342,0.192458828,0.099043221,1.879511366,0.656835046,0.000405972,0,0.007559483,2.234303084,0,0.090251823,0,1.146087562,0.031315857,0.173280141,0.222850748,0,1.944984885,0,0.024456326,0,0,5.5333173,10.91711083,0.096173418,0.187685155,0,0,0.440283867,0.088641933,0.269831533,0.023042423,4.165764895,0.34979406,0.839508544,0.002099856,0.468631927,0,0.014447011,0.148711822,0.02557625,0,0,0.001399904,0.017288817,0.026948156,0,0.284698515,0.020228616,0.218637036,0,0.039925268,0,0.00599159,0,0.016140895,0.043998989,0.195076649,0.003107787,0,0,0.008077447,0,0,0.113896205,0,0.040751211,0,0,0,0.855509449,0.026906159,0,0,0,0,0,0
5047/1/1,0,0.344139967,0,0.003704967,0.003715258,0,0,0,0,0.003283012,0,0,0.013728961,0.007070312,26.73212863,0,0.025893602,0.01339963,0,0,0,1.681684476,0,0,0.01470666,0,0,0,0,0,0,0,0,0,0,0,11.08051655,0,1.860088923,0.07032233,0,0.001656944,0.01607544,0.970742494,0.168658327,0,0.040415014,5.009362246,0,0,0,0.004476835,0,0,6.913807856,0,0,0.004168088,0,0.909651706,0.121028919,0.162411341,0,4.188526829,0.442743544,0.462390161,2.637668851,4.19604997,0.695175289,0.002737559,11.38003225,4.002619823,2.905465917,0.004775291,0,0,1.780298345,0,0.015591736,0,0,0.704643538,0.010631197,0,0,0.581978259,0,0.07541666,0.101896881,6.863132142,2.621655161,0.019286411,0.13044571,0,0,0,0
5048/1/1,0,0.034305377,0,0.034794456,0.025571829,0,0,0,0,0.001117894,0,0,0,0,0,0,0.058305168,0,1.68484118,0,0,0.350879032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034549917,0,16.0868464,0,8.446144575,0.82221116,0,0,0,0,0,0.10123929,0,0,0,0.382215002,0,0,1.478380101,0.013868875,0,1.346363787,0.146933215,2.832045135,0.016034794,0,0,0,8.608972847,0,28.14791137,5.658361062,0,0.32370023,0.020541305,0.015126505,0.002096052,0,0,0,0,0,0,0,0,0,1.577208933,0,0,0,0,0.298268137,0,0,0,21.45116637,0,0,0,0,0
5049/1/1,0,0.055466044,0,0.258017589,0.798158626,0,0.17673689,0.351313603,0,0,0,0.076390746,0,0.146494408,0,0.226678898,0.35916977,0,0,0,0,0.113307208,0,0,0,0,0.427349693,0,0,0,0,0,0,0,0,1.895345968,0.490725639,0,0,0,0,0.273708429,0,0.269882443,0,0,0,1.466201501,0,0,0,0,0,0,0,0,0,0,0,2.232742011,0,0,0,0,6.609615776,0,0.888757105,2.321986349,0,0,0.995981425,0,0,0,0,0,0.20954794,0,0,0,0,0.866908148,0,0,0,0,0,7.579116223,1.739243607,7.522747419,0,0,0,0,61.21624213,0.432164416,0
5050/1/1,0,0,0,0.00471654,5.864987926,2.189217366,5.302174195,0.003763197,0.08629262,0,0,0.930914624,0,3.124888672,0,2.280969131,0.003843479,0.063833859,0.190337495,0.130818768,1.468931396,0,0.610802022,0.605102032,0,0,33.91607027,0.013537475,0,0,0,0,0,0,0,41.95961819,0.009633785,0,0.260975214,0.050537229,0,0,0,0,0.073146518,0.053798667,0,0.002408446,0,0,0.067476634,0,0,0,0.014480783,0.224587606,0,0,0,0.023974075,0.002237848,0,0.042278266,0.130226692,0.031530575,0,0.002167602,0.003361789,0.006081327,0,0.107205961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141927726,0,0,0,0.001144012,0
5052/1/1,0,5.116871065,0.244347743,22.43072046,12.3273041,2.649100732,4.045227358,6.461760485,0,0.687376297,0.975995497,2.815487916,0,0,2.907682325,6.093203802,16.20059726,0.005674933,0.27047802,0.31964527,1.877321431,0.126802198,1.694967683,0.852414521,0.008686834,0,0.033456523,0.701447341,0,0.12152265,0.587785869,0,0,0,0,0.18367945,0.06418024,0.069366757,0.033177428,0.008093757,0,0.114533644,0,0,0.005616788,0.00111638,0.213984524,0.089659295,0.055400374,0.090287259,0.186865786,6.10106498,1.533964708,0,0.015768872,0,0.609264561,0.024339417,0.170515465,0.084705357,0,0.020815841,0,0.060179877,0.029270097,0,0.035631139,0,0.160805282,0.124104279,0.288572684,0,0,0.012710455,0,0,0.026107019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660525,0.023734711,0
5053/1/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042050295,0,0,0,0,0,0.008125411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10384482,0,0,0.003260515,0,0.929505592,0,0.02422097,0,0,0.020093572,0.549021587,0,0,0,0,0,0,0,0,0,0.003868627,0.006495153,0,0,0,0,0,92.89478111,0,0.128997366,0.137058084,0,0.285075121,0.25327216,0.003765119,0,0,0,0,0,0.002833543,0,0,1.347162058,0.014840519,0.001901967,0,0,0.002613588,0.018773839,0.478817002,0,0.562089524,0.002225431,0,0,2.127796668,0.009626283,0.037884081,0
5054/1/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.716488572,0,0,0,0,0,3.067864133,0,0,0,0,0.053457664,0,0,0,0,0,0,0,0,0.068690796,0,0,0,0,29.50769176,0.022495438,0,0.255526926,0,0.094764249,0,0,0,0,0,0,0,0,0,0,0,0,0,4.488548493,0,0.804681318,0,0,15.13007766,0,0,7.713933834,0,2.692579995,0.016189631,0.29593015,0,0,0,0,0,0.038189107,0,0.04362698,0.002816358,0,4.355612851,0,0.045044016,0,0,14.20000641,0.094374564,0,0,0,0.858351538,0,15.10457102,0.328486541,0
5055/1/1,0,0.331615918,0,0.043593583,0,0,0,0,0,0.017179622,0,0,0,0,0,0,0.158554081,0,0,0,0,1.683427149,0,0,0.035402208,0,0,0,0,0,0,0,0,0,0,0,0.394439896,0,0,0,0,0.0686013,0.086120764,0,0,0,25.27264153,1.019492191,0,0,0,0.004207015,0,0,0,0,0,0,0,0,1.451303038,0.361873615,0,0,0,0,0,0,0,0,0.210303882,0,0,0,1.141343287,0,0,0.129913565,0,0.088230131,0,0,0,0.136616665,0.719141778,0.133546364,0,0,11.87664985,0.010441366,18.6486083,0,0,0,0,35.9767529,0
5056/1/1,0,0,0,0.027618585,0,0,0,0,0,2.814370858,0,0,0,0,0,0.122096388,0,0,0,0,0,0.005597861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.810901296,0.134107692,0,0.039833784,0,0,0,45.74219664,0,0,0,1.753502092,0,1.979195977,0,0,1.110990009,0,0,0,0,0.003002826,0,0,0,0,0.533835732,0,3.723596911,0.356353887,0,2.395309808,34.15760907,0,0.068731351,0,0,0,0,0,0,0,0,0,0.037164606,0,0,0,0,0,0,0,0.154126532,1.0298581,0,0,0,0,0
5057/1/1,0,0.001933226,0,0.006840644,0.032185019,0,0,0,0,0,0,0,0,0,0,0.002942327,0,0,0,0,0,0.611228556,0.016878546,0.020851218,0,0,0,0,0,0,0,0,0,0,0,0,1.44838957,0,0,0.026364098,0,13.24326414,0,0.120762864,0,0,9.795027107,0.611738418,0,0,0,0.004121382,0,0,0,0,0,0,0,0,1.840781244,0.09246554,0,0,0,0,0.115568648,0.323942743,0,0,0.182487993,0,0,0,0.623720168,0,0.190082808,0.044570409,0.135453253,0.120476066,0.013925597,0.054342757,0,0.809607239,0.487130348,6.920108286,0,0.051039279,0,0,0.097192383,0,0,61.95457812,0,0,0
5058/1/1,51.30931647,15.35401372,3.562824854,0.7900442,0.256857386,1.557561221,1.269997923,0.234223218,0.390807913,0.603847262,0.525650016,1.551617374,2.140046298,0,0.025938946,0.011673715,3.113695918,0.464380846,0.178339173,0.320290117,0.475222422,0.092510028,1.00807638,0.098774842,0.090714986,0.449830309,0.010496833,0.812488164,0,0.02014964,0.36680666,0.707733812,0.018342711,0.249249262,0.017510572,0,0.912951059,0,0.016523893,0.155930871,0.035805732,0.212825371,0.114740014,0.119304889,0,0,0,0.360553734,0,0,0.046350116,0,0,0,0,0.192330988,0.148477288,0,0,6.047970884,0.018093069,0.085531952,0.002769833,0,1.806608392,0,0.043116663,0.232059658,0,0.069483567,0.086875262,0.042569829,0,0,0,0,0.183771849,0,0,0,0,0,0.86331994,0,0,0,0,0.067082252,0,0.007275268,0.005694205,0,0,0.042950235,0,0,0
5060/1/1,0.232665978,0.018735172,0,0.111717954,0.103720026,0,0.045886321,0.107493464,0,0,0,0,0,0,0.046700415,0.053653221,0.079913266,0,0,0,0,0.25398645,0,0,0.036084184,0,0.070276149,0,0,0,0,0,0,0,0,0.110672833,0.040759726,0,0,0,1.334080687,93.12596296,0,0,0,0,0,0.012673469,0,0,0,0,0,0,0,0,0,0,0,0.267969071,0,0,0,0,0.764203609,0,0,0.687469712,0,0.142334504,0,0.013322545,0,0,0,0,0,0,0,0,0.022486607,0,0.276165021,0,0,0,0,0.715720988,0,0.01172736,0.01862516,0,0,0,1.294993154,0,0
5062/1/1,0.240493895,0.027403157,0.032278423,0.165112107,0.099815884,0,0.057659847,0.16349472,0,0.040064987,0,0,0,0,0.035674936,0.209301431,0.120830362,0,0,0,0,0.183816033,0,0.019605041,0.0714654,0,0,0,0,0,0,0,0,0,0,0,0.008780101,0,0.041093183,0.027345393,0.024630493,0.082278787,0,0,0,0.695037406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047608942,0,0,0,0.107648658,0,0.052345575,0.009149789,0,0.010293513,0.371086342,0,0,0,0,0,0,0,0,0,0,0,0.012396116,0.002853533,0,0,0,0.085386481,0,0.00723203,96.91538883,0.011252392,0.021176217,0,0,0,0
5063/1/1,0,5.529692774,0.256954025,9.260340247,2.129851255,0,0.304668813,7.583702504,4.538482883,0.10433539,0,0.016295743,0,0,4.399424296,0.065159287,7.019557142,0.327288631,0,1.509180034,1.308017612,0.107627699,1.004497554,1.087290824,0,0,0.041473614,0.003138352,0,0.006395132,0.583105744,0.014329832,1.135005613,0.786139334,0,0,3.886641316,0.001219812,1.041861703,0.013631105,0,9.509714856,0.044647494,0,0.002972552,0,0.100865439,10.18443678,0,0,0,1.295689219,0,0,0,1.78693008,0,17.0761505,0.085730294,0,0.252311633,0.001030327,0.501686242,0.226210021,0,0,0.221982128,1.633210061,0.146507731,0,0.277418446,0.038986618,0.008076815,0,0,0.004985834,0.837537244,0.005779304,0,0.117267768,0.01795374,0,0.193879077,0.078352207,0.021423691,0.396107354,0,0,0,0,0,0,0,0,0,0,0.866848265
5064/1/1,0,0,0,6.749464459,9.201160661,0,20.37941868,0,2.483526901,0.231657509,0,2.268266203,0,0,0,4.290349683,0,0,0,0.194076398,1.055037815,0,0,13.42331914,0,0,0.689425549,0,0,1.284742354,0,0.248569687,0,0,0,0,0.193167724,0.178547573,1.079477065,16.88642326,0,0.687377643,0,0,0,0,0,0,0,0,0,0,0,0,0.073833117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511718837,8.675242104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.902910264,0,0.564177783,0,0,0,0.197155038,0,0.550954548,0
5065/1/1,0,0,6.845138206,0.016411404,14.02002541,0,0.00416194,2.398778013,0.002661587,0,0,0.000287739,0,0,0.024242018,0.012023383,0,0,0,0.001901133,13.31299909,0,0,50.55919009,0,0,0.005898651,0,0,0,0.385518996,0,0,0,0,0,0.033223588,0.000647413,0.068245546,1.01677745,0,1.4790714,0,0.441977516,0,0.561707805,0,0.018908569,0,0.030438685,0.156601999,3.72180234,0,1.25974228,1.219376597,0,0,0,0.073291256,0,0,0,0,0.192014459,0.707694287,0.5957124,0.238792614,0.146438643,0,0.025023024,0.403831534,0,0.008940465,0,0,0,0,0,0,0,0,0,0,0,0,0.009834511,0,0,0,0,0,0,0,0,0,0,0.000667966
5066/1/1,0,5.163284728,0,0.817443236,15.27100811,2.132126938,3.491210697,0.062340896,0.271021167,2.282805867,0,0,0.489686429,0.001205431,0.215169511,0.005645437,32.40199692,0.019447627,0.02033161,0.533483771,4.672654045,0.145897384,0,2.419722787,0,0,0.00922155,0,0.655413161,0.012114586,0.248479599,0,0,0,0.006649963,0,1.752757575,0.002872945,0.117087573,1.48221858,0,6.70766339,0.0241689,0.341257639,0.000703168,0,0,3.718936785,0.004259191,0.029050898,0.197208582,6.193185254,0,0,0,0.040522587,0,1.152111183,1.678723995,1.394844892,0.064169133,0.386401046,1.265783367,0.089483193,0.469314638,0,0,0.077951233,0.172256152,0,0.239418773,0.567055037,0,0,0,0,0.212397018,0.076042633,0,0.011632413,0.012777573,0.069432851,0,0.010447072,0,0,0,0,0,0.038774711,0.050728573,0,0,0,0,0,0
6002/1/1,0,0,1.489150575,0,0.143910371,0,0,2.36906834,0,0,1.945079103,0,0,0,0.213565669,0,0,0,0,0,0,78.46471129,0,0.290941248,1.836260922,0,0,0,0,0,0,0,0,0,0,0,4.370251757,0,0.953848911,0,0,0,0,0,0,0,0,3.705260157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828413228,0,0,0,0,2.918676819,0,0,0,0,0,0.25350598,0,0,0,0,0,0,0.217355625,0,0,0,0,0,0,0,0,0,0,0,0,0
6003/1/1,0,0,0.238999579,0,0.012381569,0,0,0.348522284,0,0,0.235748961,0,0,0,0.017580123,0,0,0,0,0,0,8.07714119,0,0.025152724,0.264359271,0,0,0,0,0,0,0,0,0,0,0,0.845477294,0,0.099125596,0,0,0,0,1.39651188,0,0,4.6758257,1.566396253,0,0,0,0,0,0,0,0,0,0,0,0,0.594753575,0.147604854,0,0,0,0.071635348,0,2.970919019,0,0,0.472471889,7.362443452,0,0,0.080047997,0,0.045849545,0,0,0,2.307220682,0,0.050950702,0,0.583029435,0.870824812,0,0,0,0,66.63902627,0,0,0,0,0,0
6004/1/1,0,0.106200297,0,8.202384097,11.91301473,1.01183801,12.136962,0,0.25213474,0.325320281,0.261765055,0.004196586,0,0,0,0.002328741,0.000776247,0.117746972,1.089535486,0.049024852,6.161266777,0,0.055307601,41.1349799,0,0,0.019333403,0.73852628,0,0.327624764,0.087885719,0.013147684,0,0,0,0,0,0.00245003,0.99725912,0.727634564,0.947288217,0,0.020570546,0,0,1.060862862,0,0,0,0.014142251,0,0.011789252,0.048442667,0,0,0.70012631,0,0,0,0,0,0,0.119105404,0.017441301,11.19974073,0,0.036653415,0.025834472,0,0,0.036410837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009120903,0,0,0,0,0,0,0,0,0.0138269
6005/1/1,0,0,0,0,0,0,0,0.004636196,0,0,0,0,0,0,0,0,0,0,0,0,29.21915381,0,0,47.43610153,0,0,0.001620617,0,0,0,0,0,0,0,0,0,0,0,1.850580735,0.028124888,0,0.0223399,0,0,0,2.263407325,0,0,0,0.069563455,0,0,0,0,0.007323549,0,0,0,0.318338453,0,0,0,0,0,3.906487515,7.367141186,0.678279586,0,0,0.050895586,6.776005675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6006/1/1,0,0,0,0,0,0,0,0,0,5.366052639,0,0,0,0,0,73.23686522,0,0,0,0,0,0,0,1.557558431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.989106664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.85041705,0,0,0,0,0,0,0,0,0
6008/1/1,0,0,0,0,0.010775413,0,0,0.001867882,0,0.31387979,0,0,0,0,0.05858456,0,0.005268939,0,0,0,0,1.769381113,0,0,0.086883515,0,0,0,0,0,0,0,0,0,0,0,4.101005568,0,0,0,0,26.60979595,0,0,0,0,0.878023405,1.106293727,0,0,0,0,0,0,0,0,0,0,0,17.97889531,3.01856243,0,0,0,35.22357254,0,0,0,0,0,0,0,0,0,0,0,0.187846327,0.187436041,0,0.186367138,0.949596764,0,0,0.160896998,2.776525925,0,0,1.195315049,0.208177092,0,0,0,0.006424219,0.126400561,0,2.852223741,0
6009/1/1,0,43.47072344,0,0.127710258,0.123527607,0,11.81714249,0.109067588,0.269283014,0,0,0.239247601,0,0,0.743237053,0,21.88247151,0.023622016,0,0.100702287,8.855348016,0.07305696,0.34381386,0.110063457,0,0,0.106318989,1.184845262,0,0.010516378,0.194234316,0.21817501,0,0,0,0,0,0,0,0.15790501,7.735274083,0.129184144,0,0,0.004341989,0.033979055,0,0,0,0,0.600628593,0,0,0,0.048797588,1.20890546,0,0,0,0,0,0,0.017447627,0,0.022028625,0,0.001912069,0,0,0,0.03569195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796695
6010/1/1,0,20.38769853,0.491347879,40.78724455,0.226047223,0,0.010833302,0.003664883,0.21415364,4.517210429,0.002512404,0,0,0,1.026835703,0.011686137,0.332905072,0.084545856,0.602469901,0.127856016,2.273264747,0.09473377,0.144405614,4.687339373,0.020444977,0,0.017632928,0,13.12678144,0.690380996,0.196451563,0,0.006845725,0,0.005854593,0.002858148,0.00327304,0.001129429,0.038262301,2.301915374,0,0,0,0,0.021505257,2.786809371,0,0,0.088763929,0.13530103,0.072652274,0.00878189,0,0,0.030540692,3.168187708,0,0,0,0.128501404,0,0,0.002351057,0.042664771,0.087357905,0.002581553,0.027083256,0,0.011109897,0,0.947222457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6011/1/1,0,0.441658627,0,1.68434825,0,0,0,0,0,0,0.296182401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178907391,0,0,0,0,0,0,0,0.164965075,0,0,0.455752902,0,0,0,3.265819685,0,0,0,0.760217115,0,0,0,0,0,0,0,0.100572091,0,0,0,9.861991335,0,0,0,0,17.56997719,0.180566286,0,5.02680635,0,0,0.696837196,0,0,0,0,0,0,0,0,0,0,0,12.92890825,0,0,0,0,46.38648986,0,0,0,0,0,0,0,0,0
6012/1/1,0,0.056012288,0,0.161699625,0,0,0,0,0,0,0.019478668,0,0,0,0,0,0,0,0,0,0,0.521588023,0,0,0.006848664,0,0,0,0.029429243,0,0,0,0,0,0,0,4.924322819,0.008305117,22.65668126,0.112002339,6.95593007,0.003846815,0,1.057318092,0.517529967,0,0.217011481,7.242806818,0,0.089054868,0,0.008716481,0,0,1.695855947,0.003290916,0,0,0,0.11358109,0.139619354,0.31085819,0,0,2.948905742,15.72782342,6.196762339,0.533350826,0,4.684864175,18.56408198,0.142198721,0.608152467,0,0.017310665,0,0.329002702,0,0,0,1.819198606,0.533295236,0.068775707,0,0,0,0.707068966,0.010484237,0,0,0,0,0,0,0,0.256936079,0
6013/1/1,0,18.80463702,0,28.39481512,0.739280008,0,8.484671418,1.831421535,0.204295832,0.885504092,0,0.230539795,0,1.904407491,0.013887505,0,1.358561881,0.055297849,0.61414836,0.074354893,17.47833522,0.001801233,0.034817831,11.90710394,0,0,0.074084708,0.382185591,0,0.003620478,0.151519709,1.557760225,0.019399278,0.078605803,0,0,0.193110176,0.002053405,0.438582192,1.675038497,0.029882453,0,0,0,0.119781986,0.44877717,0,0,0,0.101967793,0.054235122,0.02127256,0,0,0.004016749,0.004845316,0,0,0,0.050092286,0,0,0,0.097068439,1.181518702,0,0.176268649,0.063565508,0,0,0.004196873,0,0,0,0,0,0,0,0,0,0,0,0.048669312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6014/1/1,0,0.025698467,0,0.156988357,0.066067831,0,0.086854312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026088823,0.003307187,0,0.058065524,0,0,0,0,0,0,0,0,0,0,0,0,0.184779568,0,0,0,0,1.682176107,1.249878014,0,0,0,0.009986619,0.450059312,0,0,0,0,0,0,0,0,0,0,0,0,0.651873603,0.001626485,0,0,80.53415944,0,0.003209598,0.322185042,0,0,0.004846926,0.036715194,0,0,0,0,0,0.019366018,0,0,0.293667334,0,0,0,0.046582538,0,0,13.54620411,0,0,0,0,0,0.53961359,0,0,0
6015/1/1,0,0,1.335616487,0,0.092461795,0,0,5.160181916,0,0,0,0,0,0,0.868311665,0,0,0,0,0,0,0.785403784,0,0,0.086757774,0,0,0,0,0,0,0,0,0,0,0,18.44514309,0,1.339298993,0.201739508,1.126099939,0.657159879,0,0.669610869,0,2.244976502,0,4.213095531,0,0,0,0,0,0,0,0.877865578,0,0,0,11.25872036,0,0,0,0,4.902007365,0,0,15.76315875,0,0.236710436,17.16808617,1.849969825,0,0,0,0,1.412318188,0,0,0,0,0,5.111356526,0,0,0,0,0,0,4.193949077,0,0,0,0,0,0,0
6016/1/1,0,0.517657002,0.020164415,0.03341072,1.297043822,1.972026164,0.004161592,0.02101175,5.617012331,0.354014193,0.010661398,0.068741349,0,0.053907633,0.237843566,0.019810465,0.010843736,1.689595644,1.077047908,0.972386013,0.020239495,0.311229166,8.750648238,0.183260211,0.026063579,0.007293512,0.006285291,0,0,0.021741101,0.002906679,0.427764469,0,1.507826314,0,0,1.403689981,0.01075793,5.092801894,24.75532681,0,1.106082521,0,0.049177576,0.022684967,0.447188807,0.36978105,1.753778549,0.023725365,1.136736722,0.049048867,14.87852817,0,0,0.399566465,0,0,0,0,0.022170131,2.546851428,0.72183243,0,0.430070506,0.74191104,0.008569876,0.693280477,0.35874425,0.104189962,0.034633455,13.47966478,0.456670372,0,0,0,0.287611058,0.242090964,0.262813118,0.006135131,0.362702053,0,0,0.920816594,1.254880888,0.258190319,0,0,0,0.063807503,0,0,0,0,0,0,0,0.000890237
6017/1/1,0,15.63646516,11.58359891,0,0,0,0,36.13934514,1.017315473,6.717638078,0,0,0,1.988936173,3.655477122,0,4.644733175,0,0.090254599,0,0,0,0,0,0,0,0,0,0,0,0,0,1.462564509,0,0,0,0,0,0,2.973285756,0,0,0,0,0,2.421246795,0,0,0,0,0.029595965,3.964968854,0,4.885796241,0,0,0,0,0,0,0,0,0,0,0.521081058,0.42359771,0,0.626369359,0,0,1.217729921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
